wavelength,absorption,publication,medium,attenuation,scattering,attenuation_error,absorption_error,measurement
7347.5,54712.0,wieliczka89,,,,,,
7352.9,54723.0,wieliczka89,,,,,,
7358.4,54734.0,wieliczka89,,,,,,
7363.8,54745.00000000001,wieliczka89,,,,,,
7369.2,54722.0,wieliczka89,,,,,,
7374.6,54732.00000000001,wieliczka89,,,,,,
7380.1,54742.99999999999,wieliczka89,,,,,,
7385.5,54737.0,wieliczka89,,,,,,
7391.0,54764.0,wieliczka89,,,,,,
7396.4,54724.0,wieliczka89,,,,,,
7401.9,54716.99999999999,wieliczka89,,,,,,
7407.4,54677.0,wieliczka89,,,,,,
7412.9,54670.00000000001,wieliczka89,,,,,,
7418.4,54647.0,wieliczka89,,,,,,
7423.9,54589.0,wieliczka89,,,,,,
7429.4,54532.00000000001,wieliczka89,,,,,,
7434.9,54508.00000000001,wieliczka89,,,,,,
7440.5,54485.0,wieliczka89,,,,,,
7446.0,54444.00000000001,wieliczka89,,,,,,
7451.6,54420.00000000001,wieliczka89,,,,,,
7457.1,54346.0,wieliczka89,,,,,,
7462.7,54339.0,wieliczka89,,,,,,
7468.3,54349.0,wieliczka89,,,,,,
7473.8,54392.99999999999,wieliczka89,,,,,,
7479.4,54419.00000000001,wieliczka89,,,,,,
7485.0,54395.00000000001,wieliczka89,,,,,,
7490.6,54388.0,wieliczka89,,,,,,
7496.3,54364.0,wieliczka89,,,,,,
7501.9,54340.0,wieliczka89,,,,,,
7507.5,54350.0,wieliczka89,,,,,,
7513.1,54359.0,wieliczka89,,,,,,
7518.8,54352.0,wieliczka89,,,,,,
7524.5,54377.0,wieliczka89,,,,,,
7530.1,54337.0,wieliczka89,,,,,,
7535.8,54362.0,wieliczka89,,,,,,
7541.5,54354.99999999999,wieliczka89,,,,,,
7547.2,54347.0,wieliczka89,,,,,,
7552.9,54323.0,wieliczka89,,,,,,
7558.6,54265.0,wieliczka89,,,,,,
7564.3,54224.0,wieliczka89,,,,,,
7570.0,54200.0,wieliczka89,,,,,,
7575.8,54125.0,wieliczka89,,,,,,
7581.5,54084.0,wieliczka89,,,,,,
7587.3,54042.99999999999,wieliczka89,,,,,,
7593.0,54019.00000000001,wieliczka89,,,,,,
7598.8,54044.00000000001,wieliczka89,,,,,,
7604.6,54053.0,wieliczka89,,,,,,
7610.4,54044.00000000001,wieliczka89,,,,,,
7616.1,54036.0,wieliczka89,,,,,,
7622.0,54012.0,wieliczka89,,,,,,
7627.8,54020.00000000001,wieliczka89,,,,,,
7633.6,53995.00000000001,wieliczka89,,,,,,
7639.4,53987.0,wieliczka89,,,,,,
7645.3,53978.0,wieliczka89,,,,,,
7651.1,53970.00000000001,wieliczka89,,,,,,
7657.0,53929.0,wieliczka89,,,,,,
7662.8,53953.0,wieliczka89,,,,,,
7668.7,53912.0,wieliczka89,,,,,,
7674.6,53887.0,wieliczka89,,,,,,
7680.5,53829.0,wieliczka89,,,,,,
7686.4,53788.0,wieliczka89,,,,,,
7692.3,53729.99999999999,wieliczka89,,,,,,
7698.2,53655.99999999999,wieliczka89,,,,,,
7704.2,53598.0,wieliczka89,,,,,,
7710.1,53557.00000000001,wieliczka89,,,,,,
7716.0,53500.0,wieliczka89,,,,,,
7722.0,53475.0,wieliczka89,,,,,,
7728.0,53449.0,wieliczka89,,,,,,
7734.0,53473.0,wieliczka89,,,,,,
7739.9,53464.0,wieliczka89,,,,,,
7745.9,53423.0,wieliczka89,,,,,,
7751.9,53365.0,wieliczka89,,,,,,
7758.0,53324.0,wieliczka89,,,,,,
7764.0,53299.0,wieliczka89,,,,,,
7770.0,53274.0,wieliczka89,,,,,,
7776.0,53232.00000000001,wieliczka89,,,,,,
7782.1,53207.00000000001,wieliczka89,,,,,,
7788.2,53166.0,wieliczka89,,,,,,
7794.2,53155.99999999999,wieliczka89,,,,,,
7800.3,53115.0,wieliczka89,,,,,,
7806.4,53073.0,wieliczka89,,,,,,
7812.5,53000.0,wieliczka89,,,,,,
7818.6,52926.0,wieliczka89,,,,,,
7824.7,52869.00000000001,wieliczka89,,,,,,
7830.9,52811.0,wieliczka89,,,,,,
7837.0,52786.0,wieliczka89,,,,,,
7843.1,52729.0,wieliczka89,,,,,,
7849.3,52671.0,wieliczka89,,,,,,
7855.5,52629.99999999999,wieliczka89,,,,,,
7861.6,52557.00000000001,wieliczka89,,,,,,
7867.8,52530.99999999999,wieliczka89,,,,,,
7874.0,52441.99999999999,wieliczka89,,,,,,
7880.2,52369.00000000001,wieliczka89,,,,,,
7886.4,52279.99999999999,wieliczka89,,,,,,
7892.7,52191.0,wieliczka89,,,,,,
7898.9,52150.0,wieliczka89,,,,,,
7905.1,52140.0,wieliczka89,,,,,,
7911.4,52147.0,wieliczka89,,,,,,
7917.7,52137.0,wieliczka89,,,,,,
7923.9,52079.99999999999,wieliczka89,,,,,,
7930.2,52086.0,wieliczka89,,,,,,
7936.5,52077.0,wieliczka89,,,,,,
7942.8,52066.99999999999,wieliczka89,,,,,,
7949.1,52041.99999999999,wieliczka89,,,,,,
7955.4,52032.00000000001,wieliczka89,,,,,,
7961.8,52053.0,wieliczka89,,,,,,
7968.1,52059.0,wieliczka89,,,,,,
7974.5,52080.99999999999,wieliczka89,,,,,,
7980.8,52117.99999999999,wieliczka89,,,,,,
7987.2,52154.99999999999,wieliczka89,,,,,,
7993.6,52145.00000000001,wieliczka89,,,,,,
8000.0,52135.0,wieliczka89,,,,,,
8006.4,52155.99999999999,wieliczka89,,,,,,
8012.8,52114.0,wieliczka89,,,,,,
8019.2,52135.0,wieliczka89,,,,,,
8025.7,52092.99999999999,wieliczka89,,,,,,
8032.1,52098.0,wieliczka89,,,,,,
8038.6,52088.0,wieliczka89,,,,,,
8045.1,52077.0,wieliczka89,,,,,,
8051.5,52113.0,wieliczka89,,,,,,
8058.0,52134.0,wieliczka89,,,,,,
8064.5,52091.99999999999,wieliczka89,,,,,,
8071.0,52065.0,wieliczka89,,,,,,
8077.5,52023.0,wieliczka89,,,,,,
8084.1,52042.99999999999,wieliczka89,,,,,,
8090.6,52048.0,wieliczka89,,,,,,
8097.2,52052.0,wieliczka89,,,,,,
8103.7,52026.0,wieliczka89,,,,,,
8110.3,52014.0,wieliczka89,,,,,,
8116.9,52003.0,wieliczka89,,,,,,
8123.5,51961.0,wieliczka89,,,,,,
8130.1,51980.99999999999,wieliczka89,,,,,,
8136.7,51985.0,wieliczka89,,,,,,
8143.3,52004.0,wieliczka89,,,,,,
8150.0,51977.0,wieliczka89,,,,,,
8156.6,51935.0,wieliczka89,,,,,,
8163.3,51908.00000000001,wieliczka89,,,,,,
8169.9,51896.0,wieliczka89,,,,,,
8176.6,51915.0,wieliczka89,,,,,,
8183.3,51873.0,wieliczka89,,,,,,
8190.0,51861.0,wieliczka89,,,,,,
8196.7,51834.0,wieliczka89,,,,,,
8203.4,51822.0,wieliczka89,,,,,,
8210.2,51795.00000000001,wieliczka89,,,,,,
8216.9,51752.0,wieliczka89,,,,,,
8223.7,51725.0,wieliczka89,,,,,,
8230.5,51683.00000000001,wieliczka89,,,,,,
8237.2,51671.0,wieliczka89,,,,,,
8244.0,51674.0,wieliczka89,,,,,,
8250.8,51646.0,wieliczka89,,,,,,
8257.6,51604.0,wieliczka89,,,,,,
8264.5,51530.99999999999,wieliczka89,,,,,,
8271.3,51534.0,wieliczka89,,,,,,
8278.1,51491.0,wieliczka89,,,,,,
8285.0,51464.0,wieliczka89,,,,,,
8291.9,51436.0,wieliczka89,,,,,,
8298.8,51394.00000000001,wieliczka89,,,,,,
8305.6,51351.0,wieliczka89,,,,,,
8312.6,51308.00000000001,wieliczka89,,,,,,
8319.5,51280.99999999999,wieliczka89,,,,,,
8326.4,51253.0,wieliczka89,,,,,,
8333.3,51286.0,wieliczka89,,,,,,
8340.3,51213.0,wieliczka89,,,,,,
8347.2,51155.0,wieliczka89,,,,,,
8354.2,51112.0,wieliczka89,,,,,,
8361.2,51040.0,wieliczka89,,,,,,
8368.2,51012.0,wieliczka89,,,,,,
8375.2,50984.0,wieliczka89,,,,,,
8382.2,50957.0,wieliczka89,,,,,,
8389.3,50959.0,wieliczka89,,,,,,
8396.3,50931.0,wieliczka89,,,,,,
8403.4,50933.0,wieliczka89,,,,,,
8410.4,50965.0,wieliczka89,,,,,,
8417.5,50937.0,wieliczka89,,,,,,
8424.6,50924.0,wieliczka89,,,,,,
8431.7,50926.0,wieliczka89,,,,,,
8438.8,50913.0,wieliczka89,,,,,,
8445.9,50870.0,wieliczka89,,,,,,
8453.1,50857.0,wieliczka89,,,,,,
8460.2,50828.0,wieliczka89,,,,,,
8467.4,50815.0,wieliczka89,,,,,,
8474.6,50802.0,wieliczka89,,,,,,
8481.8,50833.0,wieliczka89,,,,,,
8489.0,50819.0,wieliczka89,,,,,,
8496.2,50776.0,wieliczka89,,,,,,
8503.4,50777.0,wieliczka89,,,,,,
8510.6,50719.0,wieliczka89,,,,,,
8517.9,50706.0,wieliczka89,,,,,,
8525.1,50677.0,wieliczka89,,,,,,
8532.4,50693.0,wieliczka89,,,,,,
8539.7,50694.0,wieliczka89,,,,,,
8547.0,50680.0,wieliczka89,,,,,,
8554.3,50710.0,wieliczka89,,,,,,
8561.6,50725.0,wieliczka89,,,,,,
8569.0,50697.0,wieliczka89,,,,,,
8576.3,50697.0,wieliczka89,,,,,,
8583.7,50712.0,wieliczka89,,,,,,
8591.1,50698.0,wieliczka89,,,,,,
8598.5,50669.0,wieliczka89,,,,,,
8605.9,50684.0,wieliczka89,,,,,,
8613.3,50655.0,wieliczka89,,,,,,
8620.7,50670.0,wieliczka89,,,,,,
8628.1,50670.0,wieliczka89,,,,,,
8635.6,50655.0,wieliczka89,,,,,,
8643.0,50655.0,wieliczka89,,,,,,
8650.5,50669.0,wieliczka89,,,,,,
8658.0,50669.0,wieliczka89,,,,,,
8665.5,50625.0,wieliczka89,,,,,,
8673.0,50610.0,wieliczka89,,,,,,
8680.6,50610.0,wieliczka89,,,,,,
8688.1,50580.0,wieliczka89,,,,,,
8695.7,50536.0,wieliczka89,,,,,,
8703.2,50521.0,wieliczka89,,,,,,
8710.8,50549.0,wieliczka89,,,,,,
8718.4,50534.0,wieliczka89,,,,,,
8726.0,50519.0,wieliczka89,,,,,,
8733.6,50504.0,wieliczka89,,,,,,
8741.3,50459.0,wieliczka89,,,,,,
8748.9,50444.0,wieliczka89,,,,,,
8756.6,50414.0,wieliczka89,,,,,,
8764.2,50413.0,wieliczka89,,,,,,
8771.9,50398.0,wieliczka89,,,,,,
8779.6,50382.0,wieliczka89,,,,,,
8787.3,50395.0,wieliczka89,,,,,,
8795.1,50379.0,wieliczka89,,,,,,
8802.8,50378.0,wieliczka89,,,,,,
8810.6,50405.0,wieliczka89,,,,,,
8818.3,50417.0,wieliczka89,,,,,,
8826.1,50444.0,wieliczka89,,,,,,
8833.9,50457.0,wieliczka89,,,,,,
8841.7,50455.0,wieliczka89,,,,,,
8849.6,50453.0,wieliczka89,,,,,,
8857.4,50479.0,wieliczka89,,,,,,
8865.2,50477.0,wieliczka89,,,,,,
8873.1,50460.0,wieliczka89,,,,,,
8881.0,50472.0,wieliczka89,,,,,,
8888.9,50540.0,wieliczka89,,,,,,
8896.8,50566.0,wieliczka89,,,,,,
8904.7,50563.0,wieliczka89,,,,,,
8912.7,50532.0,wieliczka89,,,,,,
8920.6,50544.0,wieliczka89,,,,,,
8928.6,50541.0,wieliczka89,,,,,,
8936.6,50538.0,wieliczka89,,,,,,
8944.5,50507.0,wieliczka89,,,,,,
8952.6,50504.0,wieliczka89,,,,,,
8960.6,50501.0,wieliczka89,,,,,,
8968.6,50497.0,wieliczka89,,,,,,
8976.7,50508.0,wieliczka89,,,,,,
8984.7,50505.0,wieliczka89,,,,,,
8992.8,50515.0,wieliczka89,,,,,,
9000.9,50554.0,wieliczka89,,,,,,
9009.0,50522.0,wieliczka89,,,,,,
9017.1,50518.0,wieliczka89,,,,,,
9025.3,50542.0,wieliczka89,,,,,,
9033.4,50539.0,wieliczka89,,,,,,
9041.6,50562.0,wieliczka89,,,,,,
9049.8,50558.0,wieliczka89,,,,,,
9058.0,50554.0,wieliczka89,,,,,,
9066.2,50592.0,wieliczka89,,,,,,
9074.4,50629.0,wieliczka89,,,,,,
9082.7,50693.0,wieliczka89,,,,,,
9090.9,50717.0,wieliczka89,,,,,,
9099.2,50740.0,wieliczka89,,,,,,
9107.5,50735.0,wieliczka89,,,,,,
9115.8,50771.0,wieliczka89,,,,,,
9124.1,50821.0,wieliczka89,,,,,,
9132.4,50844.0,wieliczka89,,,,,,
9140.8,50894.0,wieliczka89,,,,,,
9149.1,50902.0,wieliczka89,,,,,,
9157.5,50952.0,wieliczka89,,,,,,
9165.9,51015.0,wieliczka89,,,,,,
9174.3,51036.0,wieliczka89,,,,,,
9182.7,51058.0,wieliczka89,,,,,,
9191.2,51079.0,wieliczka89,,,,,,
9199.6,51114.0,wieliczka89,,,,,,
9208.1,51149.0,wieliczka89,,,,,,
9216.6,51211.0,wieliczka89,,,,,,
9225.1,51259.0,wieliczka89,,,,,,
9233.6,51294.00000000001,wieliczka89,,,,,,
9242.1,51354.99999999999,wieliczka89,,,,,,
9250.7,51348.0,wieliczka89,,,,,,
9259.3,51409.0,wieliczka89,,,,,,
9267.8,51497.0,wieliczka89,,,,,,
9276.4,51585.0,wieliczka89,,,,,,
9285.1,51632.00000000001,wieliczka89,,,,,,
9293.7,51679.0,wieliczka89,,,,,,
9302.3,51725.0,wieliczka89,,,,,,
9311.0,51785.0,wieliczka89,,,,,,
9319.7,51872.0,wieliczka89,,,,,,
9328.4,51904.0,wieliczka89,,,,,,
9337.1,51937.0,wieliczka89,,,,,,
9345.8,51982.00000000001,wieliczka89,,,,,,
9354.5,52014.0,wieliczka89,,,,,,
9363.3,52073.0,wieliczka89,,,,,,
9372.1,52117.99999999999,wieliczka89,,,,,,
9380.9,52136.0,wieliczka89,,,,,,
9389.7,52208.00000000001,wieliczka89,,,,,,
9398.5,52266.0,wieliczka89,,,,,,
9407.3,52323.0,wieliczka89,,,,,,
9416.2,52380.99999999999,wieliczka89,,,,,,
9425.1,52438.0,wieliczka89,,,,,,
9434.0,52522.0,wieliczka89,,,,,,
9442.9,52591.99999999999,wieliczka89,,,,,,
9451.8,52622.0,wieliczka89,,,,,,
9460.7,52666.0,wieliczka89,,,,,,
9469.7,52802.0,wieliczka89,,,,,,
9478.7,52884.0,wieliczka89,,,,,,
9487.7,52966.99999999999,wieliczka89,,,,,,
9496.7,53022.0,wieliczka89,,,,,,
9505.7,53129.99999999999,wieliczka89,,,,,,
9514.7,53225.0,wieliczka89,,,,,,
9523.8,53320.00000000001,wieliczka89,,,,,,
9532.9,53401.0,wieliczka89,,,,,,
9542.0,53441.99999999999,wieliczka89,,,,,,
9551.1,53536.0,wieliczka89,,,,,,
9560.2,53590.0,wieliczka89,,,,,,
9569.4,53683.00000000001,wieliczka89,,,,,,
9578.5,53763.0,wieliczka89,,,,,,
9587.7,53854.99999999999,wieliczka89,,,,,,
9596.9,53935.0,wieliczka89,,,,,,
9606.1,54040.0,wieliczka89,,,,,,
9615.4,54132.00000000001,wieliczka89,,,,,,
9624.6,54223.0,wieliczka89,,,,,,
9633.9,54341.0,wieliczka89,,,,,,
9643.2,54471.0,wieliczka89,,,,,,
9652.5,54562.0,wieliczka89,,,,,,
9661.8,54691.0,wieliczka89,,,,,,
9671.2,54807.00000000001,wieliczka89,,,,,,
9680.5,54910.0,wieliczka89,,,,,,
9689.9,55051.0,wieliczka89,,,,,,
9699.3,55166.0,wieliczka89,,,,,,
9708.7,55280.99999999999,wieliczka89,,,,,,
9718.2,55434.0,wieliczka89,,,,,,
9727.6,55561.0,wieliczka89,,,,,,
9737.1,55688.0,wieliczka89,,,,,,
9746.6,55801.0,wieliczka89,,,,,,
9756.1,55914.0,wieliczka89,,,,,,
9765.6,56053.0,wieliczka89,,,,,,
9775.2,56178.0,wieliczka89,,,,,,
9784.7,56341.0,wieliczka89,,,,,,
9794.3,56504.0,wieliczka89,,,,,,
9803.9,56629.0,wieliczka89,,,,,,
9813.5,56752.0,wieliczka89,,,,,,
9823.2,56888.0,wieliczka89,,,,,,
9832.8,57012.0,wieliczka89,,,,,,
9842.5,57185.0,wieliczka89,,,,,,
9852.2,57359.0,wieliczka89,,,,,,
9861.9,57519.00000000001,wieliczka89,,,,,,
9871.7,57666.0,wieliczka89,,,,,,
9881.4,57812.0,wieliczka89,,,,,,
9891.2,58022.0,wieliczka89,,,,,,
9901.0,58154.99999999999,wieliczka89,,,,,,
9910.8,58326.0,wieliczka89,,,,,,
9920.6,58508.00000000001,wieliczka89,,,,,,
9930.5,58691.0,wieliczka89,,,,,,
9940.4,58885.0,wieliczka89,,,,,,
9950.2,59041.0,wieliczka89,,,,,,
9960.2,59210.0,wieliczka89,,,,,,
9970.1,59403.0,wieliczka89,,,,,,
9980.0,59658.00000000001,wieliczka89,,,,,,
9990.0,59876.0,wieliczka89,,,,,,
10000.0,60192.99999999999,wieliczka89,,,,,,
10010.0,60459.0,wieliczka89,,,,,,
10020.0,60750.0,wieliczka89,,,,,,
10030.0,60990.0,wieliczka89,,,,,,
10040.0,61291.0,wieliczka89,,,,,,
10050.0,61579.99999999999,wieliczka89,,,,,,
10060.0,61867.99999999999,wieliczka89,,,,,,
10070.0,62166.99999999999,wieliczka89,,,,,,
10081.0,62479.0,wieliczka89,,,,,,
10091.0,62852.0,wieliczka89,,,,,,
10101.0,63124.0,wieliczka89,,,,,,
10111.0,63421.0,wieliczka89,,,,,,
10121.0,63779.0,wieliczka89,,,,,,
10132.0,64086.0,wieliczka89,,,,,,
10142.0,64330.99999999999,wieliczka89,,,,,,
10152.0,64687.0,wieliczka89,,,,,,
10163.0,64979.99999999999,wieliczka89,,,,,,
10173.0,65272.0,wieliczka89,,,,,,
10183.0,65551.0,wieliczka89,,,,,,
10194.0,65780.0,wieliczka89,,,,,,
10204.0,66132.0,wieliczka89,,,,,,
10215.0,66396.0,wieliczka89,,,,,,
10225.0,66722.0,wieliczka89,,,,,,
10235.0,67047.0,wieliczka89,,,,,,
10246.0,67444.0,wieliczka89,,,,,,
10256.0,67730.0,wieliczka89,,,,,,
10267.0,68016.0,wieliczka89,,,,,,
10277.0,68386.0,wieliczka89,,,,,,
10288.0,68817.0,wieliczka89,,,,,,
10299.0,69148.0,wieliczka89,,,,,,
10309.0,69613.0,wieliczka89,,,,,,
10320.0,70077.0,wieliczka89,,,,,,
10331.0,70577.0,wieliczka89,,,,,,
10341.0,71027.0,wieliczka89,,,,,,
10352.0,71414.0,wieliczka89,,,,,,
10363.0,71789.0,wieliczka89,,,,,,
10373.0,72260.0,wieliczka89,,,,,,
10384.0,72584.0,wieliczka89,,,,,,
10395.0,73065.0,wieliczka89,,,,,,
10406.0,73557.0,wieliczka89,,,,,,
10417.0,73951.0,wieliczka89,,,,,,
10428.0,74356.0,wieliczka89,,,,,,
10438.0,74772.0,wieliczka89,,,,,,
10449.0,75223.0,wieliczka89,,,,,,
10460.0,75721.0,wieliczka89,,,,,,
10471.0,76086.0,wieliczka89,,,,,,
10482.0,76485.0,wieliczka89,,,,,,
10493.0,77100.0,wieliczka89,,,,,,
10504.0,77629.0,wieliczka89,,,,,,
10515.0,78026.0,wieliczka89,,,,,,
10526.0,78528.0,wieliczka89,,,,,,
10537.0,79137.0,wieliczka89,,,,,,
10549.0,79769.0,wieliczka89,,,,,,
10560.0,80292.0,wieliczka89,,,,,,
10571.0,80991.0,wieliczka89,,,,,,
10582.0,81595.0,wieliczka89,,,,,,
10593.0,82184.0,wieliczka89,,,,,,
10604.0,82666.0,wieliczka89,,,,,,
10616.0,83194.0,wieliczka89,,,,,,
10627.0,83780.0,wieliczka89,,,,,,
10638.0,84459.0,wieliczka89,,,,,,
10650.0,85171.0,wieliczka89,,,,,,
10661.0,85776.0,wieliczka89,,,,,,
10672.0,86544.0,wieliczka89,,,,,,
10684.0,87098.0,wieliczka89,,,,,,
10695.0,87910.0,wieliczka89,,,,,,
10707.0,88661.0,wieliczka89,,,,,,
10718.0,89551.0,wieliczka89,,,,,,
10730.0,90228.0,wieliczka89,,,,,,
10741.0,91044.0,wieliczka89,,,,,,
10753.0,91998.0,wieliczka89,,,,,,
10764.0,93125.0,wieliczka89,,,,,,
10776.0,93876.0,wieliczka89,,,,,,
10787.0,94590.0,wieliczka89,,,,,,
10799.0,95326.0,wieliczka89,,,,,,
10811.0,95990.0,wieliczka89,,,,,,
10823.0,96595.0,wieliczka89,,,,,,
10834.0,97116.0,wieliczka89,,,,,,
10846.0,97648.0,wieliczka89,,,,,,
10858.0,98063.0,wieliczka89,,,,,,
10870.0,98442.0,wieliczka89,,,,,,
10881.0,98832.0,wieliczka89,,,,,,
10893.0,99197.0,wieliczka89,,,,,,
10905.0,99642.0,wieliczka89,,,,,,
10917.0,99948.0,wieliczka89,,,,,,
10929.0,100300.0,wieliczka89,,,,,,
10941.0,100580.0,wieliczka89,,,,,,
10953.0,101080.0,wieliczka89,,,,,,
10965.0,101400.0,wieliczka89,,,,,,
10977.0,101940.0,wieliczka89,,,,,,
10989.0,102400.0,wieliczka89,,,,,,
11001.0,103050.0,wieliczka89,,,,,,
11013.0,103609.99999999999,wieliczka89,,,,,,
11025.0,104559.99999999999,wieliczka89,,,,,,
11038.0,105540.00000000001,wieliczka89,,,,,,
11050.0,106650.0,wieliczka89,,,,,,
11062.0,107780.0,wieliczka89,,,,,,
11074.0,109090.00000000001,wieliczka89,,,,,,
11086.0,110490.00000000001,wieliczka89,,,,,,
11099.0,112050.0,wieliczka89,,,,,,
11111.0,113780.0,wieliczka89,,,,,,
11123.0,115570.0,wieliczka89,,,,,,
11136.0,117359.99999999999,wieliczka89,,,,,,
11148.0,119370.0,wieliczka89,,,,,,
11161.0,121380.0,wieliczka89,,,,,,
11173.0,123380.0,wieliczka89,,,,,,
11186.0,125259.99999999999,wieliczka89,,,,,,
11198.0,127140.00000000001,wieliczka89,,,,,,
11211.0,128909.99999999999,wieliczka89,,,,,,
11223.0,129209.99999999999,wieliczka89,,,,,,
11236.0,130070.0,wieliczka89,,,,,,
11246.0,130959.99999999999,wieliczka89,,,,,,
11298.0,135470.0,wieliczka89,,,,,,
11351.0,140600.0,wieliczka89,,,,,,
11403.0,145580.0,wieliczka89,,,,,,
11455.0,150290.0,wieliczka89,,,,,,
11507.0,155280.0,wieliczka89,,,,,,
11561.0,160000.0,wieliczka89,,,,,,
11587.0,164840.0,wieliczka89,,,,,,
11641.0,169470.0,wieliczka89,,,,,,
11695.0,174180.0,wieliczka89,,,,,,
11750.0,179470.0,wieliczka89,,,,,,
11804.0,185350.0,wieliczka89,,,,,,
11858.0,190960.0,wieliczka89,,,,,,
11912.0,196750.0,wieliczka89,,,,,,
11940.0,202800.0,wieliczka89,,,,,,
11995.0,208480.00000000003,wieliczka89,,,,,,
12050.0,214310.0,wieliczka89,,,,,,
12107.0,219219.99999999997,wieliczka89,,,,,,
12162.0,224930.00000000003,wieliczka89,,,,,,
12189.0,230730.00000000003,wieliczka89,,,,,,
12246.0,235510.0,wieliczka89,,,,,,
12303.0,240950.0,wieliczka89,,,,,,
12359.0,246050.0,wieliczka89,,,,,,
12389.0,251150.0,wieliczka89,,,,,,
12446.0,255250.0,wieliczka89,,,,,,
12503.0,260610.0,wieliczka89,,,,,,
12560.0,264240.0,wieliczka89,,,,,,
12590.0,268500.0,wieliczka89,,,,,,
12647.0,272250.0,wieliczka89,,,,,,
12706.0,276020.0,wieliczka89,,,,,,
12765.0,279290.0,wieliczka89,,,,,,
12794.0,283160.0,wieliczka89,,,,,,
12853.0,286360.0,wieliczka89,,,,,,
12912.0,289740.0,wieliczka89,,,,,,
12942.0,292470.0,wieliczka89,,,,,,
13002.0,295740.0,wieliczka89,,,,,,
13062.0,298530.0,wieliczka89,,,,,,
13092.0,301290.0,wieliczka89,,,,,,
13153.0,304110.0,wieliczka89,,,,,,
13214.0,306890.0,wieliczka89,,,,,,
13243.0,309050.0,wieliczka89,,,,,,
13305.0,311210.0,wieliczka89,,,,,,
13335.0,313330.0,wieliczka89,,,,,,
13398.0,315430.0,wieliczka89,,,,,,
13459.0,317640.0,wieliczka89,,,,,,
13490.0,319150.0,wieliczka89,,,,,,
13552.0,321390.0,wieliczka89,,,,,,
13615.0,322130.0,wieliczka89,,,,,,
13646.0,323590.0,wieliczka89,,,,,,
13708.0,325070.0,wieliczka89,,,,,,
13740.0,326600.0,wieliczka89,,,,,,
13805.0,327350.0,wieliczka89,,,,,,
13835.0,328890.0,wieliczka89,,,,,,
13900.0,329610.0,wieliczka89,,,,,,
13965.0,331150.0,wieliczka89,,,,,,
13996.0,331850.0,wieliczka89,,,,,,
14061.0,332640.0,wieliczka89,,,,,,
14092.0,333410.0,wieliczka89,,,,,,
14158.0,333460.0,wieliczka89,,,,,,
14190.0,334210.0,wieliczka89,,,,,,
14255.0,334190.0,wieliczka89,,,,,,
14290.0,334960.0,wieliczka89,,,,,,
14355.0,334920.0,wieliczka89,,,,,,
14388.0,335720.0,wieliczka89,,,,,,
14455.0,335740.0,wieliczka89,,,,,,
14489.0,335740.0,wieliczka89,,,,,,
14554.0,336570.0,wieliczka89,,,,,,
14588.0,337330.0,wieliczka89,,,,,,
14656.0,337300.0,wieliczka89,,,,,,
14689.0,337330.0,wieliczka89,,,,,,
14758.0,337280.0,wieliczka89,,,,,,
14791.0,337300.0,wieliczka89,,,,,,
14859.0,337270.0,wieliczka89,,,,,,
14894.0,337310.0,wieliczka89,,,,,,
14963.0,337270.0,wieliczka89,,,,,,
14997.0,337260.0,wieliczka89,,,,,,
15067.0,337280.0,wieliczka89,,,,,,
15101.0,337270.0,wieliczka89,,,,,,
15135.0,336500.0,wieliczka89,,,,,,
15205.0,336550.0,wieliczka89,,,,,,
15242.0,336470.0,wieliczka89,,,,,,
15312.0,336490.0,wieliczka89,,,,,,
15347.0,335720.0,wieliczka89,,,,,,
15418.0,335720.0,wieliczka89,,,,,,
15454.0,335680.0,wieliczka89,,,,,,
15487.0,335760.0,wieliczka89,,,,,,
15559.0,335010.0,wieliczka89,,,,,,
15596.0,334950.0,wieliczka89,,,,,,
15667.0,334960.0,wieliczka89,,,,,,
15704.0,334170.0,wieliczka89,,,,,,
15741.0,334190.0,wieliczka89,,,,,,
15813.0,333450.0,wieliczka89,,,,,,
15848.0,333430.0,wieliczka89,,,,,,
15886.0,332640.0,wieliczka89,,,,,,
15959.0,332680.0,wieliczka89,,,,,,
15995.0,331940.0,wieliczka89,,,,,,
16033.0,331140.0,wieliczka89,,,,,,
16106.0,330360.0,wieliczka89,,,,,,
16145.0,330340.0,wieliczka89,,,,,,
16218.0,329620.0,wieliczka89,,,,,,
16255.0,328870.0,wieliczka89,,,,,,
16292.0,328120.0,wieliczka89,,,,,,
16369.0,327340.0,wieliczka89,,,,,,
16407.0,326590.0,wieliczka89,,,,,,
16445.0,326600.0,wieliczka89,,,,,,
16483.0,325850.0,wieliczka89,,,,,,
16559.0,325030.0,wieliczka89,,,,,,
16595.0,324330.0,wieliczka89,,,,,,
16633.0,323580.0,wieliczka89,,,,,,
16711.0,322820.0,wieliczka89,,,,,,
16750.0,322070.0,wieliczka89,,,,,,
16787.0,321360.0,wieliczka89,,,,,,
16866.0,320600.0,wieliczka89,,,,,,
16903.0,319150.0,wieliczka89,,,,,,
16943.0,318400.0,wieliczka89,,,,,,
16984.0,317640.0,wieliczka89,,,,,,
17062.0,316920.0,wieliczka89,,,,,,
17100.0,316220.0,wieliczka89,,,,,,
17141.0,314730.0,wieliczka89,,,,,,
17218.0,314060.0,wieliczka89,,,,,,
17259.0,313300.0,wieliczka89,,,,,,
17298.0,311870.0,wieliczka89,,,,,,
