wavelength,absorption,publication,medium,attenuation,scattering,attenuation_error,absorption_error,measurement
26150.0,16780.0,warren95,ice,,,,,
26650.0,18010.0,warren95,ice,,,,,
27160.0,19330.0,warren95,ice,,,,,
27690.0,20750.0,warren95,ice,,,,,
28220.0,22270.0,warren95,ice,,,,,
28770.0,23850.0,warren95,ice,,,,,
29320.0,25420.0,warren95,ice,,,,,
29890.0,27089.999999999996,warren95,ice,,,,,
30460.0,28870.0,warren95,ice,,,,,
31050.0,30789.999999999996,warren95,ice,,,,,
31650.0,33030.0,warren95,ice,,,,,
32260.0,35440.0,warren95,ice,,,,,
32880.0,38020.0,warren95,ice,,,,,
33520.0,41350.0,warren95,ice,,,,,
34160.0,46490.0,warren95,ice,,,,,
34820.0,52729.99999999999,warren95,ice,,,,,
35490.0,60310.0,warren95,ice,,,,,
36180.0,67210.0,warren95,ice,,,,,
36870.0,74360.0,warren95,ice,,,,,
37590.0,82310.0,warren95,ice,,,,,
38310.0,90920.0,warren95,ice,,,,,
39050.0,98300.0,warren95,ice,,,,,
39800.0,106000.0,warren95,ice,,,,,
40570.0,113500.0,warren95,ice,,,,,
41350.0,121500.0,warren95,ice,,,,,
42150.0,129800.0,warren95,ice,,,,,
42960.0,140000.0,warren95,ice,,,,,
43790.0,153400.0,warren95,ice,,,,,
44640.0,162400.0,warren95,ice,,,,,
45500.0,175700.0,warren95,ice,,,,,
46380.0,188000.0,warren95,ice,,,,,
47270.0,181600.0,warren95,ice,,,,,
48180.0,159200.0,warren95,ice,,,,,
49110.0,143100.0,warren95,ice,,,,,
50060.0,136300.0,warren95,ice,,,,,
51020.0,131000.0,warren95,ice,,,,,
52010.0,125200.0,warren95,ice,,,,,
53010.0,118600.0,warren95,ice,,,,,
54030.0,110600.0,warren95,ice,,,,,
55070.0,94850.0,warren95,ice,,,,,
56140.0,78970.0,warren95,ice,,,,,
57220.0,64750.0,warren95,ice,,,,,
58320.0,67690.0,warren95,ice,,,,,
59450.0,76090.0,warren95,ice,,,,,
60590.0,88210.0,warren95,ice,,,,,
61760.0,95940.0,warren95,ice,,,,,
62950.0,96180.0,warren95,ice,,,,,
64170.0,95840.0,warren95,ice,,,,,
65410.0,93720.0,warren95,ice,,,,,
66670.0,89270.0,warren95,ice,,,,,
67950.0,81840.0,warren95,ice,,,,,
69260.0,75050.0,warren95,ice,,,,,
70600.0,68820.0,warren95,ice,,,,,
71960.0,63079.99999999999,warren95,ice,,,,,
73350.0,57820.00000000001,warren95,ice,,,,,
74760.0,53000.0,warren95,ice,,,,,
76210.0,48590.0,warren95,ice,,,,,
77680.0,43640.0,warren95,ice,,,,,
79170.0,39150.0,warren95,ice,,,,,
80700.0,35130.0,warren95,ice,,,,,
82260.0,31510.000000000004,warren95,ice,,,,,
83840.0,28920.0,warren95,ice,,,,,
85460.0,27060.000000000004,warren95,ice,,,,,
87110.0,25370.0,warren95,ice,,,,,
88790.0,23970.0,warren95,ice,,,,,
90500.0,22640.0,warren95,ice,,,,,
92250.0,21460.0,warren95,ice,,,,,
94030.0,20350.0,warren95,ice,,,,,
95840.0,19350.0,warren95,ice,,,,,
97690.0,18480.0,warren95,ice,,,,,
99570.0,17650.0,warren95,ice,,,,,
101500.0,17010.0,warren95,ice,,,,,
103500.0,16430.0,warren95,ice,,,,,
105400.0,15869.999999999998,warren95,ice,,,,,
107500.0,15330.000000000002,warren95,ice,,,,,
109600.0,14810.0,warren95,ice,,,,,
111700.0,14310.0,warren95,ice,,,,,
113800.0,13830.000000000002,warren95,ice,,,,,
116000.0,13360.0,warren95,ice,,,,,
118300.0,12900.0,warren95,ice,,,,,
120500.0,12460.0,warren95,ice,,,,,
122900.0,11990.0,warren95,ice,,,,,
125200.0,11540.0,warren95,ice,,,,,
127600.0,11110.0,warren95,ice,,,,,
130100.0,10700.0,warren95,ice,,,,,
132600.0,10300.0,warren95,ice,,,,,
135200.0,9915.0,warren95,ice,,,,,
137800.0,9545.0,warren95,ice,,,,,
140400.0,9189.0,warren95,ice,,,,,
143100.0,8846.0,warren95,ice,,,,,
145900.0,8516.0,warren95,ice,,,,,
148700.0,8198.0,warren95,ice,,,,,
151600.0,7859.999999999999,warren95,ice,,,,,
154500.0,7512.0,warren95,ice,,,,,
157500.0,7179.000000000001,warren95,ice,,,,,
160500.0,6859.999999999999,warren95,ice,,,,,
163600.0,6556.0,warren95,ice,,,,,
166800.0,6265.0,warren95,ice,,,,,
170000.0,5822.0,warren95,ice,,,,,
173300.0,5399.0,warren95,ice,,,,,
176600.0,5007.0,warren95,ice,,,,,
180000.0,4623.0,warren95,ice,,,,,
183500.0,4258.0,warren95,ice,,,,,
187000.0,3922.9999999999995,warren95,ice,,,,,
190600.0,3588.0000000000005,warren95,ice,,,,,
194300.0,3267.0,warren95,ice,,,,,
198100.0,2976.0,warren95,ice,,,,,
201900.0,2732.0,warren95,ice,,,,,
205800.0,2520.0,warren95,ice,,,,,
209700.0,2325.0,warren95,ice,,,,,
213800.0,2144.0,warren95,ice,,,,,
217900.0,1977.0,warren95,ice,,,,,
222100.0,1823.0,warren95,ice,,,,,
226400.0,1682.9999999999998,warren95,ice,,,,,
230800.0,1554.0,warren95,ice,,,,,
235200.0,1435.0,warren95,ice,,,,,
239800.0,1329.0,warren95,ice,,,,,
244400.0,1233.0,warren95,ice,,,,,
249100.0,1144.0,warren95,ice,,,,,
253900.0,1066.0,warren95,ice,,,,,
258800.0,997.3000000000001,warren95,ice,,,,,
263800.0,932.9000000000001,warren95,ice,,,,,
268900.0,876.8000000000001,warren95,ice,,,,,
274100.0,827.3,warren95,ice,,,,,
279300.0,780.7,warren95,ice,,,,,
284700.0,743.5,warren95,ice,,,,,
290200.0,713.6,warren95,ice,,,,,
295800.0,684.9,warren95,ice,,,,,
301500.0,660.0,warren95,ice,,,,,
307300.0,638.1999999999999,warren95,ice,,,,,
313300.0,617.1999999999999,warren95,ice,,,,,
319300.0,597.4,warren95,ice,,,,,
325500.0,578.8000000000001,warren95,ice,,,,,
331800.0,560.8,warren95,ice,,,,,
338200.0,543.3,warren95,ice,,,,,
344700.0,526.3,warren95,ice,,,,,
351300.0,509.90000000000003,warren95,ice,,,,,
358100.0,494.09999999999997,warren95,ice,,,,,
365000.0,478.9,warren95,ice,,,,,
372000.0,464.20000000000005,warren95,ice,,,,,
379200.0,449.9,warren95,ice,,,,,
386500.0,436.00000000000006,warren95,ice,,,,,
394000.0,422.6,warren95,ice,,,,,
401600.0,409.5,warren95,ice,,,,,
409300.0,396.8,warren95,ice,,,,,
417200.0,384.4,warren95,ice,,,,,
425300.0,372.40000000000003,warren95,ice,,,,,
433500.0,360.8,warren95,ice,,,,,
441800.0,349.6,warren95,ice,,,,,
450400.0,338.8,warren95,ice,,,,,
459000.0,328.4,warren95,ice,,,,,
467900.0,318.29999999999995,warren95,ice,,,,,
476900.0,308.5,warren95,ice,,,,,
486100.0,299.0,warren95,ice,,,,,
495500.0,289.8,warren95,ice,,,,,
505000.0,280.79999999999995,warren95,ice,,,,,
514800.0,272.1,warren95,ice,,,,,
524700.0,263.7,warren95,ice,,,,,
534800.0,255.50000000000003,warren95,ice,,,,,
545200.0,247.5,warren95,ice,,,,,
555700.0,239.8,warren95,ice,,,,,
566400.0,232.39999999999998,warren95,ice,,,,,
577300.0,225.3,warren95,ice,,,,,
588400.0,218.4,warren95,ice,,,,,
599800.0,211.7,warren95,ice,,,,,
611400.0,205.20000000000002,warren95,ice,,,,,
1232.0,128.83,wieliczka89,,,,,,
1233.0,128.21,wieliczka89,,,,,,
1234.0,129.13,wieliczka89,,,,,,
1235.0,128.31,wieliczka89,,,,,,
1235.9,128.31,wieliczka89,,,,,,
1237.0,126.88,wieliczka89,,,,,,
1237.9,126.69,wieliczka89,,,,,,
1239.0,125.16000000000001,wieliczka89,,,,,,
1239.9,125.47,wieliczka89,,,,,,
1241.0,123.64,wieliczka89,,,,,,
1241.9,123.95,wieliczka89,,,,,,
1243.0,122.33000000000001,wieliczka89,,,,,,
1243.9,122.13000000000001,wieliczka89,,,,,,
1245.0,120.21,wieliczka89,,,,,,
1246.0,120.22,wieliczka89,,,,,,
1247.0,118.39999999999999,wieliczka89,,,,,,
1248.0,117.91,wieliczka89,,,,,,
1249.1,116.3,wieliczka89,,,,,,
1250.0,117.12,wieliczka89,,,,,,
1250.9,116.53,wieliczka89,,,,,,
1252.0,117.42999999999999,wieliczka89,,,,,,
1253.0,116.74,wieliczka89,,,,,,
1254.1,117.34,wieliczka89,,,,,,
1255.0,116.55,wieliczka89,,,,,,
1256.0,116.96,wieliczka89,,,,,,
1257.1,115.26,wieliczka89,,,,,,
1258.0,115.87,wieliczka89,,,,,,
1259.0,115.09,wieliczka89,,,,,,
1259.9,115.19999999999999,wieliczka89,,,,,,
1261.0,115.19999999999999,wieliczka89,,,,,,
1262.0,115.80999999999999,wieliczka89,,,,,,
1262.9,114.82000000000001,wieliczka89,,,,,,
1264.1,115.12,wieliczka89,,,,,,
1265.0,114.34,wieliczka89,,,,,,
1266.0,114.85000000000001,wieliczka89,,,,,,
1266.9,113.47,wieliczka89,,,,,,
1268.1,113.16999999999999,wieliczka89,,,,,,
1269.0,111.60000000000001,wieliczka89,,,,,,
1270.0,111.91,wieliczka89,,,,,,
1271.0,111.43,wieliczka89,,,,,,
1271.9,111.94,wieliczka89,,,,,,
1273.1,112.72999999999999,wieliczka89,,,,,,
1274.0,113.63000000000001,wieliczka89,,,,,,
1275.0,113.83000000000001,wieliczka89,,,,,,
1276.0,114.83000000000001,wieliczka89,,,,,,
1277.0,114.35,wieliczka89,,,,,,
1278.0,115.14999999999999,wieliczka89,,,,,,
1278.9,115.06,wieliczka89,,,,,,
1279.9,116.14999999999999,wieliczka89,,,,,,
1281.1,116.73,wieliczka89,,,,,,
1282.1,118.9,wieliczka89,,,,,,
1283.0,119.78,wieliczka89,,,,,,
1284.0,121.35000000000001,wieliczka89,,,,,,
1285.0,121.85,wieliczka89,,,,,,
1286.0,122.34,wieliczka89,,,,,,
1287.0,123.42,wieliczka89,,,,,,
1288.0,124.79,wieliczka89,,,,,,
1289.0,126.35000000000001,wieliczka89,,,,,,
1290.0,127.42,wieliczka89,,,,,,
1291.0,127.81,wieliczka89,,,,,,
1292.0,129.07,wieliczka89,,,,,,
1293.0,129.36,wieliczka89,,,,,,
1294.0,130.62,wieliczka89,,,,,,
1295.0,131.1,wieliczka89,,,,,,
1296.0,131.97,wieliczka89,,,,,,
1297.0,133.03,wieliczka89,,,,,,
1298.0,134.08,wieliczka89,,,,,,
1299.0,135.24,wieliczka89,,,,,,
1300.1,136.39,wieliczka89,,,,,,
1301.1,137.63,wieliczka89,,,,,,
1302.1,139.94,wieliczka89,,,,,,
1302.9,141.68,wieliczka89,,,,,,
1304.0,143.5,wieliczka89,,,,,,
1305.0,145.41,wieliczka89,,,,,,
1306.0,147.89000000000001,wieliczka89,,,,,,
1307.0,149.03,wieliczka89,,,,,,
1308.0,150.93,wieliczka89,,,,,,
1309.1,153.10999999999999,wieliczka89,,,,,,
1309.9,156.07999999999998,wieliczka89,,,,,,
1311.0,159.89,wieliczka89,,,,,,
1312.0,163.39999999999998,wieliczka89,,,,,,
1313.0,167.2,wieliczka89,,,,,,
1314.1,171.08,wieliczka89,,,,,,
1314.9,174.51000000000002,wieliczka89,,,,,,
1316.0,178.38,wieliczka89,,,,,,
1317.0,181.39000000000001,wieliczka89,,,,,,
1318.0,184.20000000000002,wieliczka89,,,,,,
1319.1,187.1,wieliczka89,,,,,,
1320.0,191.64000000000001,wieliczka89,,,,,,
1321.0,195.57999999999998,wieliczka89,,,,,,
1322.1,200.07999999999998,wieliczka89,,,,,,
1322.9,203.28,wieliczka89,,,,,,
1324.0,207.96,wieliczka89,,,,,,
1325.0,212.34000000000003,wieliczka89,,,,,,
1326.1,216.63000000000002,wieliczka89,,,,,,
1327.0,220.37,wieliczka89,,,,,,
1328.0,225.3,wieliczka89,,,,,,
1329.1,230.23,wieliczka89,,,,,,
1330.0,234.7,wieliczka89,,,,,,
1331.0,238.67,wieliczka89,,,,,,
1331.9,244.17,wieliczka89,,,,,,
1333.0,249.54000000000002,wieliczka89,,,,,,
1334.0,254.99,wieliczka89,,,,,,
1334.9,260.94,wieliczka89,,,,,,
1336.0,266.38,wieliczka89,,,,,,
1337.1,270.77,wieliczka89,,,,,,
1338.0,275.75,wieliczka89,,,,,,
1339.0,280.32,wieliczka89,,,,,,
1339.9,285.46999999999997,wieliczka89,,,,,,
1341.0,288.9,wieliczka89,,,,,,
1341.9,292.26,wieliczka89,,,,,,
1343.0,296.8,wieliczka89,,,,,,
1344.1,302.45000000000005,wieliczka89,,,,,,
1345.0,305.24,wieliczka89,,,,,,
1346.1,309.19,wieliczka89,,,,,,
1347.0,312.62,wieliczka89,,,,,,
1348.1,316.65999999999997,wieliczka89,,,,,,
1349.0,319.8,wieliczka89,,,,,,
1350.1,322.98,wieliczka89,,,,,,
1351.0,326.67,wieliczka89,,,,,,
1352.1,332.36,wieliczka89,,,,,,
1353.0,336.31,wieliczka89,,,,,,
1353.9,340.82,wieliczka89,,,,,,
1355.0,344.9,wieliczka89,,,,,,
1355.9,349.95,wieliczka89,,,,,,
1357.0,354.39,wieliczka89,,,,,,
1358.0,359.98,wieliczka89,,,,,,
1359.1,365.32,wieliczka89,,,,,,
1360.0,370.06,wieliczka89,,,,,,
1360.9,374.71000000000004,wieliczka89,,,,,,
1362.0,380.21,wieliczka89,,,,,,
1363.0,387.04999999999995,wieliczka89,,,,,,
1364.1,393.19,wieliczka89,,,,,,
1365.0,398.53000000000003,wieliczka89,,,,,,
1365.9,405.71000000000004,wieliczka89,,,,,,
1367.1,413.29,wieliczka89,,,,,,
1368.0,421.64,wieliczka89,,,,,,
1368.9,429.34000000000003,wieliczka89,,,,,,
1370.1,439.9,wieliczka89,,,,,,
1371.0,450.41,wieliczka89,,,,,,
1371.9,461.92,wieliczka89,,,,,,
1373.1,474.99,wieliczka89,,,,,,
1374.0,490.4,wieliczka89,,,,,,
1374.9,507.43,wieliczka89,,,,,,
1376.1,527.9200000000001,wieliczka89,,,,,,
1377.0,547.91,wieliczka89,,,,,,
1378.0,571.9699999999999,wieliczka89,,,,,,
1378.9,598.09,wieliczka89,,,,,,
1380.1,627.01,wieliczka89,,,,,,
1381.0,657.97,wieliczka89,,,,,,
1382.0,692.71,wieliczka89,,,,,,
1382.9,727.85,wieliczka89,,,,,,
1384.1,767.1,wieliczka89,,,,,,
1385.0,808.9399999999999,wieliczka89,,,,,,
1386.0,854.53,wieliczka89,,,,,,
1387.0,903.04,wieliczka89,,,,,,
1387.9,954.3,wieliczka89,,,,,,
1389.1,1006.9000000000001,wieliczka89,,,,,,
1390.0,1063.1,wieliczka89,,,,,,
1391.0,1122.0,wieliczka89,,,,,,
1392.0,1183.5,wieliczka89,,,,,,
1393.0,1245.0,wieliczka89,,,,,,
1393.9,1309.9,wieliczka89,,,,,,
1395.1,1374.6000000000001,wieliczka89,,,,,,
1396.1,1441.1,wieliczka89,,,,,,
1397.0,1509.3999999999999,wieliczka89,,,,,,
1398.0,1578.4,wieliczka89,,,,,,
1399.0,1645.6,wieliczka89,,,,,,
1400.0,1714.3999999999999,wieliczka89,,,,,,
1401.0,1780.5,wieliczka89,,,,,,
1401.9,1847.4,wieliczka89,,,,,,
1402.9,1912.3999999999999,wieliczka89,,,,,,
1403.9,1974.6,wieliczka89,,,,,,
1405.1,2034.6,wieliczka89,,,,,,
1406.1,2094.9,wieliczka89,,,,,,
1407.1,2151.5,wieliczka89,,,,,,
1408.1,2208.0,wieliczka89,,,,,,
1409.0,2259.9,wieliczka89,,,,,,
1410.0,2312.7,wieliczka89,,,,,,
1411.0,2360.0,wieliczka89,,,,,,
1412.0,2407.3,wieliczka89,,,,,,
1413.0,2450.1,wieliczka89,,,,,,
1414.0,2492.8,wieliczka89,,,,,,
1415.0,2532.7999999999997,wieliczka89,,,,,,
1416.0,2570.9,wieliczka89,,,,,,
1417.0,2606.2999999999997,wieliczka89,,,,,,
1418.0,2640.8,wieliczka89,,,,,,
1419.0,2672.6,wieliczka89,,,,,,
1420.1,2703.4,wieliczka89,,,,,,
1421.1,2731.6,wieliczka89,,,,,,
1422.1,2758.8,wieliczka89,,,,,,
1423.1,2784.2,wieliczka89,,,,,,
1424.1,2808.7,wieliczka89,,,,,,
1424.9,2831.8,wieliczka89,,,,,,
1425.9,2854.5,wieliczka89,,,,,,
1426.9,2872.7,wieliczka89,,,,,,
1428.0,2891.7999999999997,wieliczka89,,,,,,
1429.0,2908.2000000000003,wieliczka89,,,,,,
1430.0,2926.3,wieliczka89,,,,,,
1431.0,2940.0,wieliczka89,,,,,,
1432.0,2955.5,wieliczka89,,,,,,
1433.1,2967.4,wieliczka89,,,,,,
1433.9,2980.6,wieliczka89,,,,,,
1434.9,2991.6,wieliczka89,,,,,,
1436.0,3003.4,wieliczka89,,,,,,
1437.0,3013.5,wieliczka89,,,,,,
1438.0,3022.7,wieliczka89,,,,,,
1439.1,3029.2999999999997,wieliczka89,,,,,,
1440.1,3036.7000000000003,wieliczka89,,,,,,
1440.9,3041.9,wieliczka89,,,,,,
1442.0,3045.7999999999997,wieliczka89,,,,,,
1443.0,3048.8,wieliczka89,,,,,,
1444.0,3051.8999999999996,wieliczka89,,,,,,
1445.1,3053.1,wieliczka89,,,,,,
1445.9,3054.7999999999997,wieliczka89,,,,,,
1447.0,3056.1,wieliczka89,,,,,,
1448.0,3055.6,wieliczka89,,,,,,
1449.1,3055.2,wieliczka89,,,,,,
1449.9,3054.2999999999997,wieliczka89,,,,,,
1451.0,3051.2,wieliczka89,,,,,,
1452.0,3049.0,wieliczka89,,,,,,
1453.1,3044.2,wieliczka89,,,,,,
1453.9,3041.5,wieliczka89,,,,,,
1455.0,3035.0,wieliczka89,,,,,,
1456.0,3029.2999999999997,wieliczka89,,,,,,
1457.1,3022.0,wieliczka89,,,,,,
1457.9,3015.0,wieliczka89,,,,,,
1459.0,3005.9,wieliczka89,,,,,,
1460.1,2996.9,wieliczka89,,,,,,
1460.9,2984.7999999999997,wieliczka89,,,,,,
1462.0,2971.3999999999996,wieliczka89,,,,,,
1463.1,2954.7000000000003,wieliczka89,,,,,,
1463.9,2938.2999999999997,wieliczka89,,,,,,
1465.0,2917.2999999999997,wieliczka89,,,,,,
1466.1,2896.3,wieliczka89,,,,,,
1466.9,2874.1,wieliczka89,,,,,,
1468.0,2851.4,wieliczka89,,,,,,
1469.1,2826.2,wieliczka89,,,,,,
1469.9,2802.3,wieliczka89,,,,,,
1471.0,2777.2,wieliczka89,,,,,,
1472.1,2751.3,wieliczka89,,,,,,
1473.0,2722.2999999999997,wieliczka89,,,,,,
1474.1,2695.6,wieliczka89,,,,,,
1474.9,2666.7999999999997,wieliczka89,,,,,,
1476.0,2637.5,wieliczka89,,,,,,
1477.1,2608.4,wieliczka89,,,,,,
1478.0,2581.2999999999997,wieliczka89,,,,,,
1479.1,2552.2,wieliczka89,,,,,,
1479.9,2525.2,wieliczka89,,,,,,
1481.0,2497.1,wieliczka89,,,,,,
1481.9,2471.0,wieliczka89,,,,,,
1483.0,2442.8999999999996,wieliczka89,,,,,,
1483.9,2416.1000000000004,wieliczka89,,,,,,
1485.0,2388.0,wieliczka89,,,,,,
1486.1,2360.9,wieliczka89,,,,,,
1487.0,2331.6,wieliczka89,,,,,,
1488.1,2303.7,wieliczka89,,,,,,
1489.0,2273.6,wieliczka89,,,,,,
1490.1,2247.5,wieliczka89,,,,,,
1491.0,2218.3,wieliczka89,,,,,,
1492.1,2190.6,wieliczka89,,,,,,
1493.0,2163.2000000000003,wieliczka89,,,,,,
1494.1,2136.3,wieliczka89,,,,,,
1495.0,2107.3,wieliczka89,,,,,,
1496.1,2079.7000000000003,wieliczka89,,,,,,
1497.0,2052.4,wieliczka89,,,,,,
1497.9,2027.7,wieliczka89,,,,,,
1499.0,2001.0000000000002,wieliczka89,,,,,,
1499.9,1974.7,wieliczka89,,,,,,
1501.1,1948.1000000000001,wieliczka89,,,,,,
1502.0,1923.5,wieliczka89,,,,,,
1503.1,1897.8000000000002,wieliczka89,,,,,,
1504.0,1874.1,wieliczka89,,,,,,
1504.9,1849.6,wieliczka89,,,,,,
1506.0,1827.3,wieliczka89,,,,,,
1506.9,1803.6999999999998,wieliczka89,,,,,,
1508.1,1781.5000000000002,wieliczka89,,,,,,
1509.0,1757.9999999999998,wieliczka89,,,,,,
1509.9,1736.1000000000001,wieliczka89,,,,,,
1511.0,1712.3999999999999,wieliczka89,,,,,,
1511.9,1690.5,wieliczka89,,,,,,
1513.1,1668.4999999999998,wieliczka89,,,,,,
1514.0,1646.6999999999998,wieliczka89,,,,,,
1514.9,1625.0,wieliczka89,,,,,,
1516.1,1603.9,wieliczka89,,,,,,
1517.0,1583.0,wieliczka89,,,,,,
1517.9,1563.8,wieliczka89,,,,,,
1519.1,1542.8000000000002,wieliczka89,,,,,,
1520.0,1524.5,wieliczka89,,,,,,
1520.9,1505.4,wieliczka89,,,,,,
1522.1,1486.9,wieliczka89,,,,,,
1523.0,1467.9,wieliczka89,,,,,,
1523.9,1448.8,wieliczka89,,,,,,
1525.1,1430.4,wieliczka89,,,,,,
1526.0,1413.1,wieliczka89,,,,,,
1527.0,1394.9,wieliczka89,,,,,,
1528.1,1379.8999999999999,wieliczka89,,,,,,
1529.1,1362.6,wieliczka89,,,,,,
1530.0,1347.8,wieliczka89,,,,,,
1530.9,1330.6,wieliczka89,,,,,,
1532.1,1314.8,wieliczka89,,,,,,
1533.0,1297.6000000000001,wieliczka89,,,,,,
1534.0,1282.0,wieliczka89,,,,,,
1534.9,1266.5,wieliczka89,,,,,,
1536.1,1252.5,wieliczka89,,,,,,
1537.0,1237.8,wieliczka89,,,,,,
1538.0,1223.1,wieliczka89,,,,,,
1538.9,1207.7,wieliczka89,,,,,,
1539.9,1193.9,wieliczka89,,,,,,
1541.1,1179.8999999999999,wieliczka89,,,,,,
1542.0,1166.2,wieliczka89,,,,,,
1543.0,1151.6,wieliczka89,,,,,,
1543.9,1138.7,wieliczka89,,,,,,
1545.1,1124.8,wieliczka89,,,,,,
1546.1,1112.7,wieliczka89,,,,,,
1547.0,1099.8,wieliczka89,,,,,,
1548.0,1087.8,wieliczka89,,,,,,
1548.9,1076.6,wieliczka89,,,,,,
1549.9,1064.6000000000001,wieliczka89,,,,,,
1551.1,1053.2,wieliczka89,,,,,,
1552.1,1042.8000000000002,wieliczka89,,,,,,
1553.0,1031.7,wieliczka89,,,,,,
1554.0,1022.1,wieliczka89,,,,,,
1555.0,1011.0,wieliczka89,,,,,,
1555.9,1001.5,wieliczka89,,,,,,
1556.9,991.97,wieliczka89,,,,,,
1558.1,983.1300000000001,wieliczka89,,,,,,
1559.1,974.46,wieliczka89,,,,,,
1560.1,964.99,wieliczka89,,,,,,
1561.0,956.3399999999999,wieliczka89,,,,,,
1562.0,947.7,wieliczka89,,,,,,
1563.0,938.26,wieliczka89,,,,,,
1564.0,930.45,wieliczka89,,,,,,
1564.9,921.03,wieliczka89,,,,,,
1565.9,914.03,wieliczka89,,,,,,
1566.9,905.4399999999999,wieliczka89,,,,,,
1567.9,898.46,wieliczka89,,,,,,
1569.1,888.95,wieliczka89,,,,,,
1570.1,881.1899999999999,wieliczka89,,,,,,
1571.1,873.43,wieliczka89,,,,,,
1572.1,865.69,wieliczka89,,,,,,
1573.1,857.9599999999999,wieliczka89,,,,,,
1574.1,850.23,wieliczka89,,,,,,
1575.1,844.11,wieliczka89,,,,,,
1576.0,836.4000000000001,wieliczka89,,,,,,
1577.0,829.5,wieliczka89,,,,,,
1578.0,823.41,wieliczka89,,,,,,
1579.0,815.7199999999999,wieliczka89,,,,,,
1580.0,810.44,wieliczka89,,,,,,
1581.0,803.57,wieliczka89,,,,,,
1582.0,795.9100000000001,wieliczka89,,,,,,
1583.0,788.97,wieliczka89,,,,,,
1584.0,783.4,wieliczka89,,,,,,
1585.0,777.27,wieliczka89,,,,,,
1586.0,771.15,wieliczka89,,,,,,
1587.0,765.4399999999999,wieliczka89,,,,,,
1588.1,760.36,wieliczka89,,,,,,
1589.1,754.19,wieliczka89,,,,,,
1590.1,748.89,wieliczka89,,,,,,
1591.1,742.57,wieliczka89,,,,,,
1592.1,736.88,wieliczka89,,,,,,
1593.1,730.81,wieliczka89,,,,,,
1593.9,725.73,wieliczka89,,,,,,
1594.9,720.6999999999999,wieliczka89,,,,,,
1595.9,716.78,wieliczka89,,,,,,
1596.9,712.78,wieliczka89,,,,,,
1598.0,708.39,wieliczka89,,,,,,
1599.0,704.0899999999999,wieliczka89,,,,,,
1600.0,698.69,wieliczka89,,,,,,
1601.0,694.32,wieliczka89,,,,,,
1602.1,690.58,wieliczka89,,,,,,
1603.1,686.06,wieliczka89,,,,,,
1604.1,682.3299999999999,wieliczka89,,,,,,
1604.9,678.09,wieliczka89,,,,,,
1605.9,674.52,wieliczka89,,,,,,
1606.9,671.59,wieliczka89,,,,,,
1608.0,669.51,wieliczka89,,,,,,
1609.0,665.41,wieliczka89,,,,,,
1610.0,662.95,wieliczka89,,,,,,
1611.1,659.5600000000001,wieliczka89,,,,,,
1612.1,656.33,wieliczka89,,,,,,
1612.9,652.9,wieliczka89,,,,,,
1613.9,650.3,wieliczka89,,,,,,
1615.0,647.3900000000001,wieliczka89,,,,,,
1616.0,644.87,wieliczka89,,,,,,
1617.1,641.73,wieliczka89,,,,,,
1618.1,639.76,wieliczka89,,,,,,
1618.9,636.58,wieliczka89,,,,,,
1620.0,634.54,wieliczka89,,,,,,
1621.0,630.87,wieliczka89,,,,,,
1622.1,627.91,wieliczka89,,,,,,
1623.1,624.64,wieliczka89,,,,,,
1623.9,621.7800000000001,wieliczka89,,,,,,
1625.0,618.59,wieliczka89,,,,,,
1626.0,616.3299999999999,wieliczka89,,,,,,
1627.1,612.77,wieliczka89,,,,,,
1627.9,612.23,wieliczka89,,,,,,
1628.9,609.29,wieliczka89,,,,,,
1630.0,607.58,wieliczka89,,,,,,
1631.1,605.1800000000001,wieliczka89,,,,,,
1632.1,604.5600000000001,wieliczka89,,,,,,
1632.9,601.88,wieliczka89,,,,,,
1634.0,600.48,wieliczka89,,,,,,
1635.1,598.02,wieliczka89,,,,,,
1636.1,597.09,wieliczka89,,,,,,
1636.9,594.87,wieliczka89,,,,,,
1638.0,593.9499999999999,wieliczka89,,,,,,
1639.1,591.72,wieliczka89,,,,,,
1639.9,591.27,wieliczka89,,,,,,
1641.0,588.6700000000001,wieliczka89,,,,,,
1642.0,587.51,wieliczka89,,,,,,
1643.1,584.37,wieliczka89,,,,,,
1643.9,582.86,wieliczka89,,,,,,
1645.0,579.81,wieliczka89,,,,,,
1646.1,578.43,wieliczka89,,,,,,
1646.9,575.3199999999999,wieliczka89,,,,,,
1648.0,574.64,wieliczka89,,,,,,
1649.1,571.59,wieliczka89,,,,,,
1649.9,570.63,wieliczka89,,,,,,
1651.0,568.5,wieliczka89,,,,,,
1652.1,568.2,wieliczka89,,,,,,
1652.9,565.87,wieliczka89,,,,,,
1654.0,565.79,wieliczka89,,,,,,
1655.1,564.36,wieliczka89,,,,,,
1655.9,564.8399999999999,wieliczka89,,,,,,
1657.0,562.64,wieliczka89,,,,,,
1658.1,562.57,wieliczka89,,,,,,
1658.9,561.9100000000001,wieliczka89,,,,,,
1660.0,561.77,wieliczka89,,,,,,
1661.1,560.26,wieliczka89,,,,,,
1662.0,561.4200000000001,wieliczka89,,,,,,
1663.1,559.61,wieliczka89,,,,,,
1663.9,560.39,wieliczka89,,,,,,
1665.0,558.1999999999999,wieliczka89,,,,,,
1666.1,558.36,wieliczka89,,,,,,
1666.9,556.5699999999999,wieliczka89,,,,,,
1668.1,556.2,wieliczka89,,,,,,
